gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,29,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,101.31,3154.16,Yes
Male,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,44.38,428.17,Yes
Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Electronic check,66.06,2067.18,Yes
Male,0,No,No,22,No,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),81.46,1756.35,No
Female,0,No,No,58,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,91.44,5341.41,No
Female,0,No,Yes,57,Yes,No,No,No internet service,No,No,No,Yes,No,Two year,No,Electronic check,71.28,3801.47,No
Male,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,91.74,931.34,Yes
Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.8,2604.23,No
Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,103.0,6454.7,No
Female,1,No,No,63,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),110.62,7131.3,No
Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,89.7,244.28,Yes
Male,0,No,No,47,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,Yes,Credit card (automatic),109.51,5011.23,No
Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,24.18,1277.16,No
Male,1,Yes,No,26,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,No,Electronic check,31.26,807.17,No
Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),59.24,784.18,No
Female,0,Yes,No,7,No,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),34.97,227.17,No
Male,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),52.41,1647.96,Yes
Female,0,No,No,22,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,108.13,2318.01,Yes
Female,1,Yes,No,23,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),30.51,750.06,No
Male,0,Yes,No,48,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,82.84,3655.14,Yes
Male,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,41.35,565.26,No
Male,0,Yes,Yes,52,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),68.16,3596.88,No
Male,0,No,No,39,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Electronic check,58.39,2123.01,Yes
Female,0,No,Yes,41,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.18,4069.29,Yes
Female,0,No,Yes,36,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,72.97,2672.23,No
Female,0,Yes,No,6,No,Yes,DSL,No,No,No,No,No internet service,No,One year,Yes,Electronic check,101.8,617.9,No
Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.23,1455.45,No
Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,One year,Yes,Bank transfer (automatic),85.49,814.45,No
Male,0,No,No,60,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,110.73,6728.02,No
Female,0,No,Yes,30,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,One year,No,Mailed check,33.16,1072.23,No
Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,75.14,5185.49,No
Female,0,Yes,Yes,5,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Mailed check,82.47,401.71,No
Male,0,Yes,No,57,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),80.96,4915.45,No
Female,0,No,No,43,Yes,No phone service,No,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,74.24,3371.56,No
Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,99.05,4966.5,No
Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,23.99,137.21,No
Male,0,No,No,2,Yes,No,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,85.62,175.86,Yes
Female,0,Yes,No,17,No,No phone service,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,108.4,1756.05,No
Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Electronic check,111.32,1316.75,No
Male,0,Yes,No,44,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.11,1586.16,No
Male,1,No,No,54,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,No,Electronic check,79.38,4563.77,No
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,46.59,354.92,Yes
Male,1,No,No,32,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.73,2955.95,No
Female,0,Yes,No,29,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,No,Credit card (automatic),26.11,771.73,No
Female,0,No,No,46,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),30.64,1374.97,No
Male,0,No,No,53,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),86.6,4498.11,No
Male,1,Yes,Yes,25,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,73.9,1921.7,No
Male,0,Yes,No,53,No,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),109.39,6345.63,Yes
Male,0,Yes,No,29,Yes,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.88,551.95,No
Male,0,Yes,Yes,6,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),89.56,566.42,No
Female,0,No,Yes,38,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,90.85,3367.36,No
Female,0,Yes,No,3,Yes,No,No,No internet service,Yes,No,No,Yes,No,One year,No,Mailed check,102.58,302.33,No
Male,0,No,No,35,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,96.6,3261.92,Yes
Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),70.93,3933.02,No
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,One year,No,Electronic check,47.27,2259.76,No
Female,0,No,No,33,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,58.2,1983.97,No
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),71.3,218.62,Yes
Male,0,Yes,Yes,69,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),18.46,1343.68,Yes
Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,No,Bank transfer (automatic),27.23,1646.08,Yes
Female,1,No,No,18,Yes,No phone service,No,No internet service,No,Yes,No,No,Yes,One year,No,Electronic check,73.31,1446.37,No
Male,1,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,119.58,7608.69,Yes
Male,0,No,Yes,25,Yes,No,No,No,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),56.4,1447.16,No
Male,1,Yes,No,20,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,One year,Yes,Mailed check,99.47,1835.08,No
Female,0,No,Yes,71,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),56.97,3953.83,No
Male,0,No,No,69,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),30.69,1958.09,No
Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),103.89,3056.56,No
Male,0,No,Yes,18,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.07,1651.55,No
Female,1,No,No,72,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,31.54,2354.73,No
Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,62.48,1853.02,No
Male,0,Yes,Yes,42,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.99,1833.62,Yes
Male,0,Yes,No,66,Yes,Yes,No,Yes,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),86.01,6110.52,No
Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.38,1776.75,Yes
Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),48.44,1053.91,No
Female,0,Yes,No,5,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),74.77,366.38,No
Female,0,Yes,No,11,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),110.34,1260.44,No
Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,No,Electronic check,60.35,1169.22,No
Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,116.53,1412.55,Yes
Female,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,90.59,171.08,No
Female,0,No,Yes,43,No,No,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,79.47,3722.58,No
Female,1,Yes,Yes,22,Yes,No phone service,No,No internet service,No,Yes,No,No,No,Two year,No,Electronic check,24.09,482.14,No
Male,0,Yes,Yes,26,Yes,Yes,No,No,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),100.63,2852.1,No
Male,0,Yes,Yes,33,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.6,2709.73,Yes
Male,0,No,No,24,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,30.95,742.81,No
Female,0,Yes,No,69,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.08,1312.31,No
Male,0,Yes,No,21,Yes,No,No,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,113.44,2170.28,No
Female,0,No,Yes,46,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,38.24,1873.6,No
Female,0,Yes,No,18,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),61.04,1006.96,No
Male,0,Yes,No,5,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),60.72,280.12,Yes
Female,0,No,No,8,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),26.77,201.05,No
Male,0,Yes,Yes,57,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.02,5778.07,Yes
Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,79.57,398.5,Yes
Male,0,No,No,13,No,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.58,1000.49,No
Female,1,Yes,No,66,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),106.02,7057.62,Yes
Male,0,Yes,No,37,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),110.85,4115.78,No
Female,0,No,Yes,29,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),31.12,848.0,No
Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,88.13,5821.8,No
Male,1,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,45.37,1443.54,No
Male,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.6,4997.27,No
Female,0,Yes,No,2,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,Two year,No,Electronic check,29.91,58.99,No
Female,0,Yes,Yes,69,No,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,37.18,2496.62,No
Female,1,Yes,No,51,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),39.72,2127.75,No
Male,1,Yes,No,35,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.55,2989.72,No
Male,0,Yes,No,15,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.13,1375.88,No
Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,111.7,8556.48,No
Female,0,Yes,No,65,Yes,No phone service,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.56,1615.08,No
Female,0,No,No,38,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,87.79,3172.77,No
Female,0,Yes,No,17,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.27,352.74,Yes
Female,0,Yes,No,45,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.95,3275.5,Yes
Female,0,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.97,58.76,Yes
Male,0,No,Yes,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),22.59,65.76,Yes
Female,0,No,No,70,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,37.05,2634.39,No
Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,99.78,5619.03,Yes
Male,0,Yes,No,53,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.02,2460.07,No
Female,1,Yes,No,3,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),67.17,190.31,No
Female,0,No,No,47,Yes,Yes,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,58.22,2848.93,Yes
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Two year,No,Credit card (automatic),36.93,227.57,No
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),113.98,5331.15,No
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Two year,No,Electronic check,23.4,1404.65,Yes
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,65.15,3013.83,No
Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),52.31,2861.77,No
Male,0,No,No,70,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,86.01,6041.74,No
Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.99,1525.42,No
Male,0,No,No,47,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),89.06,3857.35,No
Female,1,Yes,No,54,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.92,4070.46,Yes
Male,0,No,No,41,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.29,1101.28,Yes
Male,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),69.33,4711.49,No
Male,1,No,No,31,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Credit card (automatic),107.68,3013.48,No
Female,0,Yes,No,64,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.53,3600.03,No
Female,0,No,Yes,58,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,108.39,6270.65,No
Male,0,Yes,No,55,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),89.69,5188.68,Yes
Male,0,No,No,46,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,114.75,5007.85,No
Male,0,Yes,No,24,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),67.79,1727.18,No
Female,1,Yes,No,37,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,46.44,1710.02,No
Male,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.47,1119.99,Yes
Female,0,No,Yes,25,Yes,No,No,No,No internet service,Yes,No,No,Yes,One year,No,Mailed check,18.83,435.33,No
Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),110.23,3208.18,Yes
Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,75.57,2253.93,No
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),28.95,53.46,Yes
Male,0,No,Yes,12,No,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.81,620.43,Yes
Male,0,No,Yes,5,No,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.7,365.5,Yes
Male,0,No,No,61,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,112.05,6694.54,Yes
Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),93.61,5428.54,Yes
Male,0,Yes,Yes,71,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,60.72,3907.37,Yes
Female,0,No,Yes,37,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),22.06,890.47,No
Male,0,No,No,36,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.43,3041.51,No
Male,0,Yes,No,29,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.17,1755.49,No
Female,0,No,No,38,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),25.14,1045.04,Yes
Male,0,Yes,Yes,41,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Two year,No,Electronic check,102.7,4264.17,No
Female,0,Yes,No,33,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,113.52,3389.26,No
Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),71.66,982.85,Yes
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,29.83,194.85,Yes
Female,0,No,No,66,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),59.05,4200.64,No
Female,0,No,No,8,Yes,No,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,25.88,216.05,Yes
Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,99.79,5804.65,No
Female,1,No,Yes,9,No,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),73.19,634.91,No
Male,0,Yes,No,23,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,58.12,1348.6,No
